,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
278,Night Visions,2,7lBPn6LpIvbvAihTRvBMig,Tiptoe,spotify:track:7lBPn6LpIvbvAihTRvBMig,0.00157,0.527,0.82,1.88e-05,0.076,-5.855,0.0325,120.041,0.25,61
279,Night Visions,3,7MXlTgQeo3IVlMpLnZuhxc,It's Time,spotify:track:7MXlTgQeo3IVlMpLnZuhxc,0.0162,0.656,0.884,0.0,0.144,-4.748,0.0372,105.009,0.86,75
280,Night Visions,4,5qaEfEh1AtSdrdrByCP7qR,Demons,spotify:track:5qaEfEh1AtSdrdrByCP7qR,0.19,0.505,0.71,0.00025,0.269,-3.015,0.0321,89.938,0.428,86
281,Night Visions,5,213x4gsFDm04hSqIUkg88w,On Top Of The World,spotify:track:213x4gsFDm04hSqIUkg88w,0.0841,0.631,0.924,3.59e-06,0.084,-5.589,0.146,100.045,0.755,79
282,Night Visions,6,5gXdinVZqeuDIVxogWzRk0,Amsterdam,spotify:track:5gXdinVZqeuDIVxogWzRk0,0.00852,0.516,0.768,8.49e-06,0.136,-4.964,0.0362,115.005,0.204,58
283,Night Visions,7,2OgOgEBfiZEj2XlIY2XD7f,Hear Me,spotify:track:2OgOgEBfiZEj2XlIY2XD7f,0.000328,0.613,0.833,0.00069,0.0644,-4.694,0.0365,125.025,0.537,55
284,Night Visions,8,5raubQ8TVZTJO1PFs2bpwq,Every Night,spotify:track:5raubQ8TVZTJO1PFs2bpwq,0.0508,0.445,0.599,4.26e-05,0.173,-6.824,0.0298,139.776,0.417,51
285,Night Visions,9,1oQjPp1I7cwVE24JivbhzT,Bleeding Out,spotify:track:1oQjPp1I7cwVE24JivbhzT,0.0146,0.227,0.759,0.0,0.0986,-4.136,0.0908,169.444,0.331,66
286,Night Visions,10,25dAGIi1Psxz5kzlNelPLN,Underdog,spotify:track:25dAGIi1Psxz5kzlNelPLN,0.0038,0.685,0.831,6.2e-05,0.113,-4.568,0.042,99.983,0.57,49
287,Night Visions,11,300tML2o8yHO4WrDtG2gxO,Nothing Left To Say / Rocks - Medley,spotify:track:300tML2o8yHO4WrDtG2gxO,0.12,0.267,0.79,4.59e-05,0.574,-7.226,0.0472,108.033,0.0623,54
288,Night Visions,12,6AynCuiHTQuVMYN2re6jcS,Cha-Ching (Till We Grow Older),spotify:track:6AynCuiHTQuVMYN2re6jcS,0.0041,0.516,0.867,7.5e-06,0.0597,-6.118,0.0388,129.982,0.134,58
289,Night Visions,13,3fipHLkzOLcHciI86QgOAB,Working Man,spotify:track:3fipHLkzOLcHciI86QgOAB,0.0194,0.644,0.857,0.0,0.0946,-6.394,0.0383,100.973,0.643,49
290,Night Visions,14,7mwIdlgXiFvwxwAjprW942,Tokyo,spotify:track:7mwIdlgXiFvwxwAjprW942,0.0016,0.663,0.692,1.5e-05,0.172,-6.456,0.0308,119.983,0.722,50
314,Night Visions,11,7cBhzkTWSpHBGAiCZzSika,Nothing Left To Say / Rocks,spotify:track:7cBhzkTWSpHBGAiCZzSika,0.12,0.267,0.79,4.59e-05,0.635,-7.226,0.0472,108.033,0.0623,48
